,driver_id,charge_path
172,17219dc8fd8-1790-4b82-a7b5-ac7e842ff3e9,"[0.63623622 0.63623622 0.63623622 0.63623622 0.63623622 0.63623622
 0.63623622 0.63623622 0.63623622 0.63623622 0.63623622 0.63623622
 0.68333333 0.8        0.8        0.78623311 0.77568903 0.74628286
 0.73452456 0.72592147 0.69527181 0.69091872 0.66938431 0.61829215]"
173,173da87294e-86d0-44e4-a065-d3c762125c28,"[0.63467832 0.63467832 0.63467832 0.63467832 0.63467832 0.63467832
 0.63467832 0.63467832 0.63467832 0.63467832 0.63467832 0.63467832
 0.63467832 0.63467832 0.63467832 0.63467832 0.68333333 0.8
 0.76342362 0.76342362 0.71582265 0.67919321 0.67919321 0.66575335]"
174,17475f38c54-b675-443c-818f-cf63396695f9,"[0.66108159 0.66108159 0.66108159 0.66108159 0.66108159 0.66108159
 0.66108159 0.66108159 0.66108159 0.66108159 0.68333333 0.8
 0.8        0.77664442 0.77664442 0.75036683 0.74204029 0.70314455
 0.67413099 0.67413099 0.67413099 0.67413099 0.67099639 0.65283106]"
175,1752dc7f3ac-6cd0-40f9-bc5b-1e75ed968e58,"[0.69041911 0.69041911 0.69041911 0.69041911 0.69041911 0.69041911
 0.69041911 0.69041911 0.69041911 0.69041911 0.69041911 0.69041911
 0.69041911 0.69041911 0.69041911 0.69041911 0.8        0.78941247
 0.78887866 0.76179632 0.76179632 0.75378511 0.73184756 0.70139747]"
176,176b6a562a0-13c7-4c7e-ab98-71756f382def,"[0.75777337 0.75777337 0.75777337 0.75777337 0.75777337 0.75777337
 0.75777337 0.75777337 0.75777337 0.75777337 0.75777337 0.75777337
 0.75777337 0.75777337 0.8        0.8        0.7877063  0.75534722
 0.75534722 0.71117001 0.70119625 0.70119625 0.65801183 0.62599055]"
177,177044f4605-7c91-4b9c-8ae9-b5e43002d3f2,"[0.65576756 0.65576756 0.65576756 0.65576756 0.65576756 0.65576756
 0.65576756 0.65576756 0.65576756 0.65576756 0.65576756 0.68333333
 0.8        0.8        0.8        0.78815887 0.78265223 0.77694917
 0.77208251 0.75471131 0.75471131 0.73617162 0.69916543 0.64931716]"
178,17869f102f8-8dd1-4397-884b-526c911a4403,"[0.66345284 0.66345284 0.66345284 0.66345284 0.66345284 0.66345284
 0.66345284 0.66345284 0.66345284 0.66345284 0.66345284 0.66345284
 0.68333333 0.8        0.79335484 0.75551221 0.74804481 0.73744351
 0.69630051 0.69630051 0.69630051 0.67143087 0.67143087 0.6680571 ]"
179,179a34b2c83-c645-4fef-85c0-bb6b91eb1810,"[0.60489486 0.60489486 0.60489486 0.60489486 0.60489486 0.60489486
 0.60489486 0.60489486 0.60489486 0.60489486 0.60489486 0.60489486
 0.60489486 0.68333333 0.8        0.8        0.79679336 0.72529003
 0.71916059 0.68804498 0.6807921  0.65607116 0.60233773 0.59076704]"
180,18006661af2-8c63-4489-bd04-d0857d01c566,"[0.69416822 0.69416822 0.69416822 0.69416822 0.69416822 0.69416822
 0.69416822 0.69416822 0.69416822 0.69416822 0.69416822 0.69416822
 0.69416822 0.69416822 0.69416822 0.69416822 0.8        0.8
 0.74366171 0.74366171 0.72200865 0.72200865 0.70138819 0.62331324]"
181,181d55920bb-d774-47ae-aad2-56f2ec908323,"[0.69433342 0.69433342 0.69433342 0.69433342 0.69433342 0.69433342
 0.69433342 0.69433342 0.69433342 0.69433342 0.69433342 0.69433342
 0.69433342 0.69433342 0.69433342 0.69433342 0.69433342 0.8
 0.75143486 0.75143486 0.72260259 0.63740948 0.61747185 0.56284407]"
182,182d06342b7-18fd-490a-afd2-7108cc8c0f78,"[0.62178419 0.62178419 0.62178419 0.62178419 0.62178419 0.62178419
 0.62178419 0.62178419 0.62178419 0.62178419 0.62178419 0.62178419
 0.68333333 0.8        0.74692174 0.74692174 0.71342777 0.71342777
 0.71342777 0.71342777 0.68185057 0.67455768 0.60107127 0.56045727]"
183,18358da0f22-cc71-4863-9bc5-75f261282b8c,"[0.62929542 0.62929542 0.62929542 0.62929542 0.62929542 0.62929542
 0.62929542 0.62929542 0.62929542 0.62929542 0.62929542 0.62929542
 0.62929542 0.62929542 0.62929542 0.68333333 0.8        0.8
 0.78102188 0.78102188 0.75185242 0.69361597 0.64393159 0.63831684]"
184,184514495f5-b7ea-4430-a43a-57bb01f12aa6,"[0.73647102 0.73647102 0.73647102 0.73647102 0.73647102 0.73647102
 0.73647102 0.73647102 0.73647102 0.73647102 0.73647102 0.73647102
 0.8        0.8        0.77336411 0.75607273 0.75607273 0.71148034
 0.69423939 0.66381003 0.64886649 0.64393659 0.59942381 0.57811273]"
185,18511953add-b808-4f46-b606-56dfdddea7b2,"[0.67628443 0.67628443 0.67628443 0.67628443 0.67628443 0.67628443
 0.67628443 0.67628443 0.67628443 0.67628443 0.68333333 0.8
 0.78859584 0.78162468 0.76395458 0.732505   0.71106065 0.71106065
 0.71106065 0.68536717 0.67133861 0.66140597 0.66140597 0.65277985]"
186,1864593bbd6-92b9-411c-be33-c12ce79b809b,"[0.717129   0.717129   0.717129   0.717129   0.717129   0.717129
 0.717129   0.717129   0.717129   0.717129   0.717129   0.717129
 0.8        0.783641   0.75717332 0.74979951 0.74979951 0.74662886
 0.73501709 0.73158019 0.69819033 0.67925733 0.67925733 0.62846437]"
187,187ba94aa97-c0bf-4f82-83ef-b5210c27b71c,"[0.61774335 0.61774335 0.61774335 0.61774335 0.61774335 0.61774335
 0.61774335 0.61774335 0.61774335 0.61774335 0.68333333 0.8
 0.78265133 0.75599029 0.73878405 0.73878405 0.72881627 0.70735496
 0.70735496 0.70137529 0.69450852 0.69327284 0.69327284 0.68906741]"
188,1885654104c-5e62-4e77-b5e0-d3bada183c32,"[0.78873652 0.78873652 0.78873652 0.78873652 0.78873652 0.78873652
 0.78873652 0.78873652 0.78873652 0.78873652 0.8        0.76357322
 0.76138557 0.74768152 0.7135142  0.7135142  0.69188525 0.68748132
 0.68748132 0.6851818  0.65657952 0.6331021  0.60460089 0.59639845]"
189,189ac8738cc-95e3-4d5d-ba4d-3eb68f46a206,"[0.61764642 0.61764642 0.61764642 0.61764642 0.61764642 0.61764642
 0.61764642 0.61764642 0.61764642 0.61764642 0.61764642 0.61764642
 0.68333333 0.8        0.77764639 0.7721536  0.76029796 0.76029796
 0.73457314 0.7232109  0.7232109  0.7047517  0.69618993 0.6759946 ]"
190,190911beaa7-0418-4812-8704-db48810f602b,"[0.67502411 0.67502411 0.67502411 0.67502411 0.67502411 0.67502411
 0.67502411 0.67502411 0.67502411 0.67502411 0.67502411 0.67502411
 0.67502411 0.67502411 0.67502411 0.68333333 0.8        0.8
 0.8        0.8        0.73150267 0.73150267 0.73150267 0.69527049]"
191,191d10e534a-b9a2-435f-88bf-2857eac81d7e,"[0.67128551 0.67128551 0.67128551 0.67128551 0.67128551 0.67128551
 0.67128551 0.67128551 0.67128551 0.68333333 0.8        0.75591131
 0.74585068 0.72640877 0.67219897 0.67082538 0.66311725 0.66311725
 0.63038409 0.61491264 0.61491264 0.60664475 0.60664475 0.60664475]"
192,192a59f685f-78a8-4630-8404-2e36db6d8f87,"[0.67927354 0.67927354 0.67927354 0.67927354 0.67927354 0.67927354
 0.67927354 0.71748063 0.8        0.8        0.78846899 0.7707602
 0.76428135 0.76428135 0.75905842 0.75600344 0.75600344 0.75423381
 0.74603702 0.73421658 0.73421658 0.72413704 0.72093177 0.72093177]"
193,19325a222eb-3c83-40a7-8af9-4969b9ec0aa7,"[0.70080209 0.70080209 0.70080209 0.70080209 0.70080209 0.70080209
 0.70080209 0.70080209 0.70080209 0.70080209 0.70080209 0.70080209
 0.8        0.79745828 0.79745828 0.78845186 0.78265435 0.74625485
 0.74343045 0.73027339 0.73027339 0.71410333 0.71410333 0.68965941]"
194,19494f81cf0-f81f-42bb-a17b-8fad97c2ed46,"[0.6929366  0.6929366  0.6929366  0.6929366  0.6929366  0.6929366
 0.6929366  0.6929366  0.6929366  0.6929366  0.6929366  0.8
 0.7810672  0.75855896 0.75855896 0.7561386  0.75456697 0.74284035
 0.71403396 0.69573225 0.66440246 0.64619914 0.62412641 0.60458227]"
195,195e643cdaa-e70a-49a3-86fc-04c8c8c0aaa9,"[0.71390204 0.71390204 0.71390204 0.71390204 0.71390204 0.71390204
 0.71390204 0.71390204 0.71390204 0.71390204 0.71390204 0.71390204
 0.71390204 0.71390204 0.8        0.7358453  0.72850031 0.63823255
 0.62134111 0.61222578 0.59930675 0.57726623 0.57726623 0.57726623]"
196,196df0a7ffa-23ad-4270-a2b5-2f30cb779d4d,"[0.67759951 0.67759951 0.67759951 0.67759951 0.67759951 0.67759951
 0.67759951 0.67759951 0.67759951 0.67759951 0.67759951 0.68333333
 0.8        0.78712536 0.75250518 0.75250518 0.75250518 0.75250518
 0.74829604 0.74435583 0.70649937 0.67741761 0.65243742 0.64912482]"
197,197a2b3f792-1924-4518-b97c-0186452ae562,"[0.67045768 0.67045768 0.67045768 0.67045768 0.67045768 0.67045768
 0.67045768 0.67045768 0.67045768 0.67045768 0.67045768 0.67045768
 0.67045768 0.67045768 0.68333333 0.8        0.74233892 0.74233892
 0.68981158 0.66259634 0.63294255 0.61247547 0.59911381 0.59911381]"
198,1980b6bc605-a07b-4fa1-b120-0c5fd8004e20,"[0.6567604  0.6567604  0.6567604  0.6567604  0.6567604  0.6567604
 0.6567604  0.6567604  0.6567604  0.6567604  0.6567604  0.68333333
 0.8        0.75715911 0.75531627 0.75225034 0.70582892 0.696197
 0.69271733 0.68111133 0.66931135 0.66550358 0.66017522 0.66017522]"
199,1993372e0a5-8970-49a6-b524-8f7c4aa45567,"[0.63214404 0.63214404 0.63214404 0.63214404 0.63214404 0.63214404
 0.63214404 0.63214404 0.63214404 0.63214404 0.63214404 0.63214404
 0.68333333 0.8        0.79222232 0.79222232 0.69815839 0.68864425
 0.67487647 0.67487647 0.59165364 0.59069755 0.55090052 0.53526962]"
200,200d69344d2-f2b2-481b-b870-bacb51dc6c3f,"[0.76460669 0.76460669 0.76460669 0.76460669 0.76460669 0.76460669
 0.76460669 0.76460669 0.76460669 0.76460669 0.76460669 0.76460669
 0.76460669 0.76460669 0.76460669 0.8        0.77654229 0.77654229
 0.77654229 0.73921447 0.73921447 0.72532464 0.6697331  0.60078691]"
201,2016210aca4-1035-48e0-8f4a-a74fa276e711,"[0.63836452 0.63836452 0.63836452 0.63836452 0.63836452 0.63836452
 0.63836452 0.63836452 0.63836452 0.63836452 0.63836452 0.63836452
 0.68333333 0.8        0.8        0.77044732 0.77044732 0.77044732
 0.77044732 0.77044732 0.71584657 0.65833388 0.65833388 0.65833388]"
202,202201cb1ef-ddfd-43ca-acf3-e3a597ac8d06,"[0.72334117 0.72334117 0.72334117 0.72334117 0.72334117 0.72334117
 0.72334117 0.72334117 0.72334117 0.72334117 0.72334117 0.72334117
 0.72334117 0.72334117 0.72334117 0.72334117 0.8        0.77487815
 0.77112107 0.77112107 0.77112107 0.76284336 0.76284336 0.70889042]"
203,20354d25e23-2f43-4647-b04b-4e4dffd8d519,"[0.78623263 0.78623263 0.78623263 0.78623263 0.78623263 0.78623263
 0.78623263 0.78623263 0.78623263 0.78623263 0.78623263 0.78623263
 0.78623263 0.78623263 0.78623263 0.78623263 0.78623263 0.8
 0.8        0.72901151 0.72901151 0.70133559 0.63423159 0.61702585]"
204,204895665ce-1cfa-47e2-9aa9-bf92ef7e9878,"[0.67892149 0.67892149 0.67892149 0.67892149 0.67892149 0.67892149
 0.67892149 0.67892149 0.67892149 0.67892149 0.67892149 0.67892149
 0.68333333 0.8        0.8        0.8        0.79775177 0.79659125
 0.7600174  0.73760395 0.70742819 0.70742819 0.6611274  0.6611274 ]"
205,2055ebc65da-d683-4178-ba84-f18fc7beb1c8,"[0.63192736 0.63192736 0.63192736 0.63192736 0.63192736 0.63192736
 0.63192736 0.63192736 0.63192736 0.63192736 0.63192736 0.63192736
 0.68333333 0.8        0.8        0.78413962 0.72123365 0.71673176
 0.68658582 0.68658582 0.67509256 0.66170863 0.64370095 0.62192242]"
206,206f0ba4012-ae24-4ea7-b09b-0089210d6efc,"[0.75958814 0.75958814 0.75958814 0.75958814 0.75958814 0.75958814
 0.75958814 0.75958814 0.75958814 0.75958814 0.75958814 0.75958814
 0.75958814 0.8        0.79003136 0.74803755 0.74803755 0.73309768
 0.73026    0.73026    0.73026    0.68490384 0.64453332 0.64453332]"
207,207bfd46373-e477-4d59-a2d2-34a9373b2f8d,"[0.70461549 0.70461549 0.70461549 0.70461549 0.70461549 0.70461549
 0.70461549 0.70461549 0.70461549 0.70461549 0.70461549 0.70461549
 0.8        0.8        0.8        0.79323952 0.75295252 0.75295252
 0.72065894 0.70240264 0.68626195 0.68306033 0.65725994 0.64097422]"
208,208170ef033-e3cd-4ae4-ae6e-05d29dec919c,"[0.72332831 0.72332831 0.72332831 0.72332831 0.72332831 0.72332831
 0.72332831 0.72332831 0.72332831 0.72332831 0.72332831 0.72332831
 0.72332831 0.8        0.77386744 0.73357923 0.73312265 0.73140151
 0.71009618 0.71009618 0.69937027 0.67246313 0.65826696 0.65826696]"
209,2090f8eaa9a-f88b-47f7-a826-dc3d6831b58f,"[0.62735111 0.62735111 0.62735111 0.62735111 0.62735111 0.62735111
 0.62735111 0.62735111 0.62735111 0.62735111 0.62735111 0.62735111
 0.62735111 0.62735111 0.62735111 0.62735111 0.68333333 0.8
 0.8        0.78870786 0.78870786 0.724378   0.72350195 0.71803122]"
210,2102d91f569-5439-408b-bcc7-5693aff94c26,"[0.75723053 0.75723053 0.75723053 0.75723053 0.75723053 0.75723053
 0.75723053 0.75723053 0.75723053 0.75723053 0.75723053 0.75723053
 0.75723053 0.75723053 0.8        0.8        0.74451932 0.70987654
 0.70987654 0.70987654 0.69760318 0.69760318 0.69760318 0.69760318]"
211,211cd48d04a-f415-4e8d-a3e2-224d38814d4f,"[0.72488633 0.72488633 0.72488633 0.72488633 0.72488633 0.72488633
 0.72488633 0.72488633 0.72488633 0.72488633 0.72488633 0.72488633
 0.72488633 0.72488633 0.8        0.77616035 0.74368005 0.74368005
 0.71804675 0.69479001 0.69479001 0.66661772 0.66661772 0.65007913]"
212,21277264049-b491-4eb4-8f5b-c72ef2bbf406,"[0.57520468 0.57520468 0.57520468 0.57520468 0.57520468 0.57520468
 0.57520468 0.57520468 0.57520468 0.57520468 0.57520468 0.57520468
 0.57520468 0.57520468 0.68333333 0.8        0.78680112 0.77633156
 0.77633156 0.74869265 0.7243121  0.7243121  0.7243121  0.69627255]"
213,21338bf414d-aa37-48f8-b2ef-b8d9a018683c,"[0.73422728 0.73422728 0.73422728 0.73422728 0.73422728 0.73422728
 0.73422728 0.73422728 0.73422728 0.73422728 0.73422728 0.73422728
 0.8        0.77646065 0.76687924 0.76687924 0.73630775 0.73317995
 0.73317995 0.73317995 0.73317995 0.73317995 0.68914032 0.68914032]"
214,214c050feec-ede8-46ca-b38d-64777a681232,"[0.68682535 0.68682535 0.68682535 0.68682535 0.68682535 0.68682535
 0.68682535 0.68682535 0.68682535 0.68682535 0.68682535 0.68682535
 0.68682535 0.8        0.76977924 0.76864634 0.76864634 0.736337
 0.73457997 0.70885981 0.68836458 0.68836458 0.62874746 0.62046203]"
215,21588610039-2ab8-4c57-b742-3e5a15e22b8e,"[0.65943436 0.65943436 0.65943436 0.65943436 0.65943436 0.65943436
 0.65943436 0.65943436 0.65943436 0.65943436 0.65943436 0.68333333
 0.8        0.8        0.75430064 0.75430064 0.75430064 0.74049763
 0.71820936 0.69996553 0.69996553 0.69866638 0.68285961 0.6788281 ]"
216,216b72b28f3-b083-4586-a5e5-da714c265c4e,"[0.71616952 0.71616952 0.71616952 0.71616952 0.71616952 0.71616952
 0.71616952 0.71616952 0.71616952 0.71616952 0.71616952 0.8
 0.8        0.76434311 0.72292149 0.72292149 0.69314498 0.69314498
 0.69314498 0.69314498 0.68987355 0.68267871 0.67154747 0.6409133 ]"
217,21712ea22a7-7c21-4ab6-951a-6d5a37a1ea09,"[0.6503655  0.6503655  0.6503655  0.6503655  0.6503655  0.6503655
 0.6503655  0.6503655  0.6503655  0.6503655  0.6503655  0.6503655
 0.6503655  0.6503655  0.68333333 0.8        0.7495515  0.73383591
 0.73383591 0.69083892 0.67744059 0.67705842 0.67705842 0.57201162]"
218,218a22da451-fd2b-4137-b25c-97da25127405,"[0.73763318 0.73763318 0.73763318 0.73763318 0.73763318 0.73763318
 0.73763318 0.73763318 0.73763318 0.73763318 0.8        0.8
 0.8        0.77938091 0.75784368 0.75784368 0.75135009 0.74799924
 0.72207044 0.70954882 0.70954882 0.69439848 0.64991581 0.62982093]"
219,219cbe22943-1876-40bc-8ecd-0774aed0edf5,"[0.73885571 0.73885571 0.73885571 0.73885571 0.73885571 0.73885571
 0.73885571 0.73885571 0.73885571 0.73885571 0.73885571 0.73885571
 0.8        0.78171984 0.76921401 0.75264744 0.74470768 0.69668003
 0.69668003 0.68061281 0.65168947 0.65168947 0.65168947 0.61736392]"
220,220ec1f5dbe-89fc-4862-8fa4-c26464260412,"[0.6254288  0.6254288  0.6254288  0.6254288  0.6254288  0.6254288
 0.6254288  0.6254288  0.6254288  0.6254288  0.6254288  0.6254288
 0.6254288  0.6254288  0.6254288  0.68333333 0.8        0.77828903
 0.73667941 0.67466196 0.67466196 0.63278575 0.61529556 0.61529556]"
221,2217da1897b-b741-41cd-b2c8-a29fc8acaee3,"[0.76427214 0.76427214 0.76427214 0.76427214 0.76427214 0.76427214
 0.76427214 0.76427214 0.76427214 0.76427214 0.8        0.78055689
 0.74080714 0.74080714 0.74080714 0.74080714 0.73159271 0.67221242
 0.65708953 0.65122274 0.65122274 0.65122274 0.63520027 0.61804661]"
222,2228e88c1a4-7967-4f42-a672-02274d84ff8a,"[0.66090543 0.66090543 0.66090543 0.66090543 0.66090543 0.66090543
 0.66090543 0.66090543 0.66090543 0.66090543 0.66090543 0.66090543
 0.66090543 0.68333333 0.8        0.77613878 0.74574719 0.74574719
 0.74574719 0.71582295 0.70311717 0.70311717 0.63261876 0.60668503]"
223,223dc6fbafa-97ec-47c3-a517-b48d3f9fc679,"[0.69459532 0.69459532 0.69459532 0.69459532 0.69459532 0.69459532
 0.69459532 0.69459532 0.69459532 0.69459532 0.69459532 0.69459532
 0.69459532 0.8        0.77244134 0.73195419 0.7248819  0.69936339
 0.6879164  0.6879164  0.68773464 0.66262132 0.65882261 0.61599377]"
224,2244777be1d-2d4c-4094-9b6b-364abfe71a2d,"[0.71679398 0.71679398 0.71679398 0.71679398 0.71679398 0.71679398
 0.71679398 0.71679398 0.71679398 0.71679398 0.71679398 0.71679398
 0.71679398 0.71679398 0.71679398 0.8        0.8        0.8
 0.72613019 0.70796313 0.66744636 0.63449267 0.62448807 0.62448807]"
225,225bf37628c-8bda-40da-9fde-3c5f99514235,"[0.67308156 0.67308156 0.67308156 0.67308156 0.67308156 0.67308156
 0.67308156 0.67308156 0.67308156 0.67308156 0.67308156 0.67308156
 0.67308156 0.67308156 0.68333333 0.8        0.79315943 0.71593714
 0.69085452 0.68144984 0.64929785 0.64929785 0.5950479  0.5950479 ]"
226,226e4341af3-5dbb-4759-82e5-66e8a3cca3ed,"[0.66912224 0.66912224 0.66912224 0.66912224 0.66912224 0.66912224
 0.66912224 0.66912224 0.66912224 0.66912224 0.66912224 0.66912224
 0.66912224 0.66912224 0.66912224 0.66912224 0.68333333 0.8
 0.73738127 0.73738127 0.70174787 0.70174787 0.70174787 0.70174787]"
227,2279578e373-a51c-4705-ad14-3d8ca2f10564,"[0.63599721 0.63599721 0.63599721 0.63599721 0.63599721 0.63599721
 0.63599721 0.63599721 0.63599721 0.63599721 0.63599721 0.63599721
 0.63599721 0.68333333 0.8        0.7999927  0.79242424 0.74845367
 0.74845367 0.70385126 0.67993912 0.63819639 0.58830695 0.57813463]"
228,228c0b84b44-ba33-40ad-a886-dab7dbcd403c,"[0.63013447 0.63013447 0.63013447 0.63013447 0.63013447 0.63013447
 0.63013447 0.63013447 0.63013447 0.63013447 0.63013447 0.63013447
 0.63013447 0.63013447 0.68333333 0.8        0.77070439 0.70173061
 0.69973161 0.69973161 0.59528817 0.59528817 0.59528817 0.58434808]"
229,2290ee28ea9-4e3c-4356-978d-f9d313093e3d,"[0.7023125  0.7023125  0.7023125  0.7023125  0.7023125  0.7023125
 0.7023125  0.7023125  0.7023125  0.7023125  0.7023125  0.8
 0.79666826 0.78324073 0.77202017 0.75108439 0.74448258 0.74170226
 0.71231462 0.70524532 0.70524532 0.70000473 0.67101132 0.63478108]"
230,230a253b2a1-dbf9-4194-a49c-5b3dd22e7db0,"[0.65078206 0.65078206 0.65078206 0.65078206 0.65078206 0.65078206
 0.65078206 0.65078206 0.65078206 0.65078206 0.65078206 0.65078206
 0.65078206 0.68333333 0.8        0.72633543 0.6788539  0.6788539
 0.6788539  0.67561129 0.66381091 0.65954065 0.64118598 0.60729563]"
231,2315e2aa882-4a6a-4b88-bcac-741e27412a30,"[0.72557479 0.72557479 0.72557479 0.72557479 0.72557479 0.72557479
 0.72557479 0.72557479 0.72557479 0.72557479 0.72557479 0.72557479
 0.8        0.8        0.79049241 0.76449181 0.71826031 0.70353815
 0.69934231 0.69934231 0.69585336 0.68266575 0.6351321  0.60525582]"
232,2322d03bc87-7f22-488e-b00f-ddb7ade990f3,"[0.71038895 0.71038895 0.71038895 0.71038895 0.71038895 0.71038895
 0.71038895 0.71038895 0.71038895 0.71038895 0.8        0.78946393
 0.76549212 0.7269854  0.7269854  0.70361648 0.70361648 0.67953949
 0.67323229 0.64324347 0.64324347 0.64324347 0.64324347 0.64189452]"
233,233639e787e-d734-41cd-a748-5a697afd80f7,"[0.72698768 0.72698768 0.72698768 0.72698768 0.72698768 0.72698768
 0.72698768 0.72698768 0.72698768 0.72698768 0.72698768 0.72698768
 0.72698768 0.72698768 0.8        0.8        0.8        0.77265218
 0.7475049  0.71326308 0.70460939 0.6547484  0.62899548 0.56392463]"
234,2342ad38fe5-8a78-4602-9ddc-095305616e6f,"[0.6676315  0.6676315  0.6676315  0.6676315  0.6676315  0.6676315
 0.6676315  0.6676315  0.6676315  0.6676315  0.6676315  0.6676315
 0.71809586 0.8        0.79300607 0.79300607 0.79300607 0.76098221
 0.75440501 0.71864396 0.71864396 0.70575748 0.70304826 0.6688469 ]"
235,235556c41f0-1eb2-4c69-aa03-55ffa77cc6af,"[0.66307866 0.66307866 0.66307866 0.66307866 0.66307866 0.66307866
 0.66307866 0.66307866 0.66307866 0.66307866 0.66307866 0.66307866
 0.66307866 0.68333333 0.8        0.76331829 0.76331829 0.73950279
 0.73950279 0.73950279 0.72435746 0.70539509 0.70539509 0.67180988]"
236,23667a53198-d4ba-4424-b8df-45c79b974e3d,"[0.66995469 0.66995469 0.66995469 0.66995469 0.66995469 0.66995469
 0.66995469 0.66995469 0.66995469 0.66995469 0.66995469 0.66995469
 0.66995469 0.66995469 0.68333333 0.8        0.7503896  0.71514183
 0.67011073 0.67011073 0.62254511 0.58535647 0.57057163 0.57057163]"
237,237ba3bd051-f76d-466b-a3c0-511a2d8caef8,"[0.7218581  0.7218581  0.7218581  0.7218581  0.7218581  0.7218581
 0.7218581  0.7218581  0.7218581  0.7218581  0.7218581  0.7218581
 0.7218581  0.8        0.7925776  0.7925776  0.76196402 0.76075982
 0.70707674 0.70707674 0.70707674 0.65817015 0.65625293 0.62572426]"
238,238eb224a45-57d8-4a58-bcef-08d0fdebc866,"[0.77409205 0.77409205 0.77409205 0.77409205 0.77409205 0.77409205
 0.77409205 0.77409205 0.77409205 0.77409205 0.77409205 0.77409205
 0.8        0.75973046 0.75973046 0.74422343 0.7279637  0.70304203
 0.69407681 0.69407681 0.69407681 0.67279371 0.65741203 0.65741203]"
239,23922f11a25-a544-466e-81b0-d48196e742c2,"[0.72100853 0.72100853 0.72100853 0.72100853 0.72100853 0.72100853
 0.72100853 0.72100853 0.72100853 0.72100853 0.72100853 0.72100853
 0.72100853 0.72100853 0.72100853 0.8        0.77853629 0.74394982
 0.74220895 0.74220895 0.74220895 0.6588891  0.62176036 0.56446727]"
240,240bf4d0f8e-3224-478b-8a47-b8a301727007,"[0.56484302 0.56484302 0.56484302 0.56484302 0.56484302 0.56484302
 0.56484302 0.56484302 0.56484302 0.56484302 0.56484302 0.56666667
 0.68333333 0.8        0.8        0.77528437 0.77528437 0.75512282
 0.74511964 0.711365   0.68418912 0.66758759 0.65499454 0.65499454]"
241,241a701ce75-5001-424c-b0f9-4d282040798b,"[0.64617087 0.64617087 0.64617087 0.64617087 0.64617087 0.64617087
 0.64617087 0.64617087 0.64617087 0.64617087 0.68333333 0.8
 0.8        0.78773688 0.78773688 0.77743119 0.71827523 0.67167978
 0.67167978 0.67167978 0.64618229 0.64618229 0.61802644 0.61383349]"
242,242957530e0-e2cb-44da-80ee-5306a428f2b5,"[0.75365142 0.75365142 0.75365142 0.75365142 0.75365142 0.75365142
 0.75365142 0.75365142 0.75365142 0.75365142 0.75365142 0.75365142
 0.8        0.8        0.79139943 0.79139943 0.76950266 0.76950266
 0.73207938 0.70281199 0.69347362 0.64778842 0.61299548 0.57651315]"
243,24367c3dd71-9423-41f4-a866-40e27166c676,"[0.62316313 0.62316313 0.62316313 0.62316313 0.62316313 0.62316313
 0.62316313 0.62316313 0.62316313 0.62316313 0.62316313 0.62316313
 0.62316313 0.62316313 0.68333333 0.8        0.76446586 0.76446586
 0.76187122 0.76187122 0.75495089 0.65374235 0.64807083 0.64807083]"
244,2440205c201-d20b-469e-bfdb-b64d8c9f787a,"[0.68438046 0.68438046 0.68438046 0.68438046 0.68438046 0.68438046
 0.68438046 0.68438046 0.68438046 0.68438046 0.68438046 0.68438046
 0.68438046 0.68438046 0.8        0.76030838 0.76030838 0.72143087
 0.70828868 0.68226116 0.68226116 0.68038793 0.68038793 0.63327264]"
245,245f5660659-85ea-4dfa-8249-5ffb30264781,"[0.71112964 0.71112964 0.71112964 0.71112964 0.71112964 0.71112964
 0.71112964 0.71112964 0.71112964 0.71112964 0.71112964 0.71112964
 0.71112964 0.71112964 0.71112964 0.8        0.8        0.7595808
 0.7595808  0.7595808  0.7595808  0.7595808  0.68949568 0.66918552]"
246,246cf57a1c4-b944-4768-8781-80b5f8419a40,"[0.66486158 0.66486158 0.66486158 0.66486158 0.66486158 0.66486158
 0.66486158 0.66486158 0.66486158 0.66486158 0.66486158 0.66486158
 0.66486158 0.66486158 0.68333333 0.8        0.72931262 0.72931262
 0.72931262 0.71096385 0.70445596 0.70445596 0.65983496 0.6409037 ]"
247,247d67091c5-30ef-4eb0-979d-b8a06c79402d,"[0.72776315 0.72776315 0.72776315 0.72776315 0.72776315 0.72776315
 0.72776315 0.72776315 0.8        0.79133572 0.78339296 0.77443728
 0.77443728 0.7512126  0.74989942 0.74989942 0.74768467 0.74768467
 0.74768467 0.72391768 0.70062257 0.70062257 0.69602214 0.66797573]"
248,248b173e929-4917-4a3b-8d42-f768c97d7686,"[0.76098192 0.76098192 0.76098192 0.76098192 0.76098192 0.76098192
 0.76098192 0.76098192 0.76098192 0.8        0.78765092 0.78765092
 0.78481783 0.77502607 0.75372081 0.73179825 0.69842084 0.69064127
 0.67236216 0.66570059 0.64645782 0.63236934 0.61107399 0.58916058]"
249,24919215da5-a891-4fbf-965e-d02072243b86,"[0.69474929 0.69474929 0.69474929 0.69474929 0.69474929 0.69474929
 0.69474929 0.69474929 0.69474929 0.69474929 0.69474929 0.69474929
 0.69474929 0.69474929 0.8        0.77708958 0.77281103 0.77281103
 0.77281103 0.71953228 0.71953228 0.71550604 0.68156013 0.68156013]"
