,driver_id,charge_path
485,851a103d76-e8c9-4d0f-b1f1-3f5e253e0fc3,"[0.5272048  0.5272048  0.5272048  0.5272048  0.5272048  0.5272048
 0.5272048  0.5272048  0.5272048  0.60689655 0.70344828 0.8
 0.78088461 0.74940031 0.7183063  0.71124565 0.71124565 0.69569463
 0.69569463 0.66353292 0.60144587 0.57025872 0.57025872 0.51685567]"
486,865be9951f-a1ff-4991-85b9-cc3411c471dd,"[0.54331484 0.54331484 0.54331484 0.54331484 0.54331484 0.54331484
 0.54331484 0.54331484 0.54331484 0.54331484 0.54331484 0.54331484
 0.54331484 0.54331484 0.60689655 0.70344828 0.8        0.75482755
 0.72033658 0.71305909 0.6978054  0.64351143 0.55988891 0.48438479]"
487,87473fa769-a52f-457b-890c-05ec144a1883,"[0.55728769 0.55728769 0.55728769 0.55728769 0.55728769 0.55728769
 0.55728769 0.55728769 0.55728769 0.55728769 0.55728769 0.55728769
 0.60689655 0.70344828 0.8        0.758813   0.758813   0.71508691
 0.66800601 0.6565054  0.60059776 0.53943121 0.5030939  0.5030939 ]"
488,888de7d7fb-6b7b-4ff2-9c58-5b250c4d03ac,"[0.48479025 0.48479025 0.48479025 0.48479025 0.48479025 0.48479025
 0.48479025 0.48479025 0.48479025 0.48479025 0.48479025 0.48479025
 0.51034483 0.60689655 0.70344828 0.8        0.75666623 0.72634685
 0.64607704 0.5569012  0.54813737 0.47208923 0.40317992 0.34661995]"
489,89428633f0-baf6-4890-8051-bf1133297a34,"[0.54733298 0.54733298 0.54733298 0.54733298 0.54733298 0.54733298
 0.54733298 0.54733298 0.54733298 0.54733298 0.60689655 0.70344828
 0.8        0.77708055 0.71812619 0.71538728 0.68892694 0.68338918
 0.62209665 0.58420395 0.58420395 0.53355109 0.47785942 0.45937895]"
490,90a339f571-cc26-4855-8480-96226a1d28e0,"[0.50091441 0.50091441 0.50091441 0.50091441 0.50091441 0.50091441
 0.50091441 0.50091441 0.50091441 0.51034483 0.60689655 0.70344828
 0.8        0.76255626 0.74270904 0.68736961 0.68013488 0.63175996
 0.62169335 0.60558297 0.60558297 0.58749417 0.56001059 0.55261935]"
491,919207bd5f-bdf9-43a1-9d96-7339328a7893,"[0.50524304 0.50524304 0.50524304 0.50524304 0.50524304 0.50524304
 0.50524304 0.50524304 0.50524304 0.50524304 0.50524304 0.50524304
 0.50524304 0.50524304 0.50524304 0.51034483 0.60689655 0.70344828
 0.8        0.75228388 0.62945045 0.59151932 0.52272742 0.41520291]"
492,920873d28e-b72a-46dd-95e5-f10a8c43e088,"[0.58708805 0.58708805 0.58708805 0.58708805 0.58708805 0.58708805
 0.58708805 0.58708805 0.60689655 0.70344828 0.8        0.77553441
 0.76455665 0.76118723 0.7274565  0.68534233 0.66498331 0.66092751
 0.66092751 0.6159564  0.58394888 0.5535592  0.51346007 0.48439326]"
493,934b57c0b8-4443-4099-bd18-1f86ca36b21f,"[0.5042938  0.5042938  0.5042938  0.5042938  0.5042938  0.5042938
 0.5042938  0.5042938  0.5042938  0.5042938  0.5042938  0.5042938
 0.5042938  0.51034483 0.60689655 0.70344828 0.8        0.74072482
 0.69800403 0.62542191 0.61486151 0.56915235 0.5420461  0.48247785]"
494,94bfa01466-506f-416a-b5dc-e3d00cdcffbb,"[0.48421691 0.48421691 0.48421691 0.48421691 0.48421691 0.48421691
 0.48421691 0.48421691 0.48421691 0.48421691 0.48421691 0.54397429
 0.54397429 0.70344828 0.8        0.75909236 0.75909236 0.75199541
 0.75009193 0.71159577 0.66848735 0.64372848 0.64372848 0.62034057]"
495,95f354660c-e2ae-436a-8265-9143f3477325,"[0.59335494 0.59335494 0.59335494 0.59335494 0.59335494 0.59335494
 0.59335494 0.59335494 0.60689655 0.70344828 0.8        0.76175221
 0.7507712  0.70083563 0.69045181 0.66538596 0.65173772 0.62107655
 0.61649659 0.58090438 0.56694625 0.55895925 0.52769051 0.47784309]"
496,9653b659c3-b377-4298-bc42-539dd2dc9505,"[0.58388018 0.58388018 0.58388018 0.58388018 0.58388018 0.58388018
 0.58388018 0.58388018 0.58388018 0.58388018 0.58388018 0.60689655
 0.70344828 0.8        0.8        0.7675183  0.69727305 0.6900704
 0.62279379 0.57882983 0.57882983 0.57882983 0.57667082 0.57249212]"
497,9707522017-e245-47d7-9d6f-2bbcd7ae304f,"[0.47734876 0.47734876 0.47734876 0.47734876 0.47734876 0.47734876
 0.47734876 0.51034483 0.60689655 0.70344828 0.8        0.76980943
 0.75040006 0.74949903 0.73871541 0.72644332 0.72644332 0.72644332
 0.72171049 0.68605328 0.64312255 0.58864039 0.54689402 0.52481568]"
498,98c55193c6-5fc7-4398-8141-0929dd2dbfe9,"[0.46925378 0.46925378 0.46925378 0.46925378 0.46925378 0.46925378
 0.46925378 0.46925378 0.51034483 0.60689655 0.70344828 0.8
 0.78701788 0.77478224 0.77478224 0.74033046 0.70107024 0.69230593
 0.64237982 0.61588587 0.58576912 0.57673421 0.57673421 0.52632521]"
499,9996547c51-ffc1-40c0-a28f-c519620eb732,"[0.44784657 0.44784657 0.44784657 0.44784657 0.44784657 0.44784657
 0.44784657 0.44784657 0.44784657 0.44784657 0.44784657 0.44784657
 0.51034483 0.60689655 0.70344828 0.8        0.8        0.78507926
 0.78507926 0.78507926 0.77956412 0.77141257 0.73396294 0.63229172]"
500,10089a4e50d-80fd-4410-b233-2c100805beda,"[0.58879145 0.58879145 0.58879145 0.58879145 0.58879145 0.58879145
 0.58879145 0.58879145 0.58879145 0.58879145 0.58879145 0.58879145
 0.60689655 0.70344828 0.8        0.79615457 0.71478876 0.71478876
 0.67389073 0.59051995 0.51940179 0.48235182 0.45299923 0.42276579]"
501,101a654b292-7c59-46d9-b4f2-2b3214ddf358,"[0.55209992 0.55209992 0.55209992 0.55209992 0.55209992 0.55209992
 0.55209992 0.55209992 0.55209992 0.60689655 0.70344828 0.8
 0.74960937 0.74541583 0.73003734 0.71055842 0.69795157 0.68005341
 0.64817659 0.62888618 0.62888618 0.61875484 0.61156495 0.61156495]"
502,102d6a44ade-8c35-423f-b2f4-2bda7462c350,"[0.57394246 0.57394246 0.57394246 0.57394246 0.57394246 0.57394246
 0.57394246 0.57394246 0.57394246 0.57394246 0.57394246 0.57394246
 0.60689655 0.70344828 0.8        0.76678146 0.7250016  0.67638083
 0.63361543 0.58930565 0.56679079 0.56679079 0.56679079 0.56005426]"
503,10345b312f3-2cdf-4f60-b2e8-935c5de7c726,"[0.47211172 0.47211172 0.47211172 0.47211172 0.47211172 0.47211172
 0.47211172 0.51034483 0.60689655 0.70344828 0.8        0.76942288
 0.71285221 0.68807596 0.65533629 0.62770193 0.62770193 0.59047427
 0.55868277 0.53670078 0.52474998 0.49510889 0.45929961 0.43624314]"
504,104e5e2fbe4-3c84-4a50-959b-5aa8de1667e7,"[0.58142092 0.58142092 0.58142092 0.58142092 0.58142092 0.58142092
 0.58142092 0.58142092 0.58142092 0.58142092 0.60689655 0.70344828
 0.8        0.76611549 0.76611549 0.74563058 0.67877736 0.6535719
 0.64885321 0.62249043 0.61786387 0.61141352 0.55865284 0.55313247]"
505,1051d2477d8-963d-4fe8-b5cf-ac9355eb2768,"[0.5573205  0.5573205  0.5573205  0.5573205  0.5573205  0.5573205
 0.5573205  0.5573205  0.5573205  0.5573205  0.5573205  0.5573205
 0.5573205  0.60689655 0.70344828 0.8        0.79235027 0.79235027
 0.76385821 0.7392817  0.70898953 0.70502596 0.66263907 0.61471701]"
506,106f12dd918-6594-428f-b954-9d9e37f49d7a,"[0.4833003  0.4833003  0.4833003  0.4833003  0.4833003  0.4833003
 0.4833003  0.4833003  0.4833003  0.51034483 0.60689655 0.70344828
 0.8        0.78188671 0.7675639  0.73114443 0.68414753 0.68414753
 0.64418513 0.61987903 0.61987903 0.61263394 0.56052827 0.53311804]"
507,107558650c0-2128-47bd-91d2-88f16174640b,"[0.50179327 0.50179327 0.50179327 0.50179327 0.50179327 0.50179327
 0.50179327 0.50179327 0.50179327 0.50179327 0.50179327 0.50179327
 0.51034483 0.60689655 0.70344828 0.8        0.74503499 0.70080633
 0.66838075 0.60504918 0.58650312 0.54952057 0.50485283 0.46878531]"
508,108a55322df-c6e6-4b10-9238-873374402348,"[0.50463955 0.50463955 0.50463955 0.50463955 0.50463955 0.50463955
 0.50463955 0.50463955 0.50463955 0.51034483 0.60689655 0.70344828
 0.8        0.78810914 0.77544558 0.75274532 0.72617044 0.67321227
 0.61159293 0.55855661 0.51836179 0.46607752 0.43818658 0.42691606]"
509,10975214d3e-afaa-41ac-a2e6-8cd2a2d50a96,"[0.42504227 0.42504227 0.42504227 0.42504227 0.42504227 0.42504227
 0.42504227 0.42504227 0.42504227 0.42504227 0.51034483 0.60689655
 0.70344828 0.8        0.75940191 0.71635039 0.69646    0.68251924
 0.68251924 0.62775504 0.59536693 0.59536693 0.59536693 0.55071467]"
510,110fdbec5f7-1b5b-4e66-b6d6-6fef4a038f25,"[0.55571896 0.55571896 0.55571896 0.55571896 0.55571896 0.55571896
 0.55571896 0.55571896 0.55571896 0.55571896 0.55571896 0.55571896
 0.55571896 0.60689655 0.70344828 0.8        0.77030298 0.69398536
 0.68896917 0.68896917 0.61683529 0.54341499 0.47541751 0.47478814]"
511,111cb129d47-9f33-4132-9beb-336b072361dd,"[0.52715336 0.52715336 0.52715336 0.52715336 0.52715336 0.52715336
 0.52715336 0.52715336 0.52715336 0.52715336 0.52715336 0.60689655
 0.70344828 0.8        0.75463699 0.71591542 0.71116981 0.67570163
 0.6216237  0.5682714  0.56446854 0.54452923 0.51296952 0.46194072]"
512,112e354804c-7177-4696-8972-73fede329952,"[0.47787215 0.47787215 0.47787215 0.47787215 0.47787215 0.47787215
 0.47787215 0.47787215 0.47787215 0.47787215 0.51034483 0.60689655
 0.70344828 0.8        0.74229436 0.69091882 0.61793306 0.57181305
 0.52573456 0.52573456 0.52573456 0.47218936 0.47218936 0.47218936]"
513,1139cdce721-33c1-45a3-b5db-e6d1dd6eb5a8,"[0.56764124 0.56764124 0.56764124 0.56764124 0.56764124 0.56764124
 0.56764124 0.56764124 0.56764124 0.56764124 0.56764124 0.56764124
 0.56764124 0.60689655 0.70344828 0.8        0.69610283 0.65039328
 0.62018264 0.56412644 0.54537566 0.49690523 0.42688391 0.36360756]"
514,1140c39f90a-cb2e-4177-aead-f73580c493a5,"[0.46901177 0.46901177 0.46901177 0.46901177 0.46901177 0.46901177
 0.46901177 0.46901177 0.46901177 0.46901177 0.51034483 0.60689655
 0.70344828 0.8        0.74113242 0.69418873 0.67816516 0.62392149
 0.58342173 0.58338438 0.5183857  0.47660382 0.42565708 0.38913745]"
515,115ac936875-71de-48a7-bab1-8ed1e50a8915,"[0.45483911 0.45483911 0.45483911 0.45483911 0.45483911 0.45483911
 0.45483911 0.45483911 0.45483911 0.45483911 0.45483911 0.45483911
 0.45483911 0.45483911 0.45483911 0.51034483 0.60689655 0.70344828
 0.8        0.74102403 0.64445786 0.64445786 0.64445786 0.52892399]"
516,1163dbff6b9-6191-408a-a486-8c83e06a0936,"[0.58267166 0.58267166 0.58267166 0.58267166 0.58267166 0.58267166
 0.58267166 0.58267166 0.60689655 0.70344828 0.8        0.77176802
 0.75195756 0.73292917 0.72579537 0.72579537 0.72463398 0.71044555
 0.70803279 0.66651546 0.63632754 0.60529122 0.57752237 0.56366391]"
517,11792eff66b-b7f8-42a1-8bd1-f51c580b80d0,"[0.53901851 0.53901851 0.53901851 0.53901851 0.53901851 0.53901851
 0.53901851 0.53901851 0.53901851 0.53901851 0.53901851 0.60689655
 0.70344828 0.8        0.8        0.79557008 0.75926984 0.71752279
 0.6470889  0.6336493  0.58246361 0.55006549 0.52228476 0.48935253]"
518,118db343c5a-2112-49d1-9b93-07a992e4b494,"[0.5539259  0.5539259  0.5539259  0.5539259  0.5539259  0.5539259
 0.5539259  0.5539259  0.5539259  0.5539259  0.60689655 0.70344828
 0.8        0.79939258 0.77612778 0.77612778 0.77612778 0.7510929
 0.71420344 0.66929479 0.62855623 0.58711701 0.5478538  0.48809762]"
519,1194f16e737-f658-475e-bc08-82c1d0c387eb,"[0.51246359 0.51246359 0.51246359 0.51246359 0.51246359 0.51246359
 0.51246359 0.51246359 0.51246359 0.60689655 0.70344828 0.8
 0.77135642 0.74818392 0.74818392 0.73151699 0.73151699 0.71136061
 0.6733682  0.65509971 0.64514049 0.64514049 0.60528435 0.60528435]"
520,120b8a530e5-8f63-4c5b-afae-a512528887da,"[0.63614532 0.63614532 0.63614532 0.63614532 0.63614532 0.63614532
 0.63614532 0.63614532 0.63614532 0.63614532 0.63614532 0.63614532
 0.63614532 0.70344828 0.8        0.76350871 0.73625339 0.70373126
 0.70373126 0.69754621 0.69754621 0.62830095 0.58006217 0.52643474]"
521,12183e6b41c-00b8-4848-a3fd-7e9761662b53,"[0.45308821 0.45308821 0.45308821 0.45308821 0.45308821 0.45308821
 0.45308821 0.45308821 0.45308821 0.45308821 0.45308821 0.45308821
 0.45308821 0.51034483 0.60689655 0.70344828 0.8        0.77964807
 0.72368659 0.69597292 0.69597292 0.64452887 0.64452887 0.55629268]"
522,122bc5276db-82cb-4d9d-b50d-207021f07074,"[0.50814434 0.50814434 0.50814434 0.50814434 0.50814434 0.50814434
 0.50814434 0.50814434 0.50814434 0.50814434 0.50814434 0.50814434
 0.51034483 0.60689655 0.70344828 0.8        0.77846121 0.74322677
 0.69986108 0.69986108 0.66213778 0.61568549 0.61161907 0.56544011]"
523,123f202ee77-0d18-4630-917f-fc3641365ced,"[0.53671939 0.53671939 0.53671939 0.53671939 0.53671939 0.53671939
 0.53671939 0.53671939 0.53671939 0.53671939 0.53671939 0.60689655
 0.70344828 0.8        0.77313481 0.72740118 0.72712731 0.67208095
 0.66548901 0.61324439 0.58676485 0.55455157 0.52519887 0.4731945 ]"
524,124eba301b1-3d66-435a-9c05-aa6bf19d0604,"[0.54128437 0.54128437 0.54128437 0.54128437 0.54128437 0.54128437
 0.54128437 0.54128437 0.54128437 0.54128437 0.54128437 0.54128437
 0.60689655 0.70344828 0.8        0.73063222 0.69572594 0.65839867
 0.62002849 0.56887937 0.49407334 0.49223766 0.48609627 0.44615696]"
525,12524a1f4cd-a6d5-4b0e-842a-d31a0c3a7315,"[0.50337425 0.50337425 0.50337425 0.50337425 0.50337425 0.50337425
 0.50337425 0.50337425 0.50337425 0.51034483 0.60689655 0.70344828
 0.8        0.79650675 0.79650675 0.76320463 0.71402609 0.69881819
 0.64519312 0.6037867  0.6037867  0.54849708 0.54442285 0.53746106]"
526,1263ae6c935-2e26-489e-9225-0fac14fbbdf1,"[0.60704864 0.60704864 0.60704864 0.60704864 0.60704864 0.60704864
 0.60704864 0.60704864 0.60704864 0.60704864 0.60704864 0.60704864
 0.70344828 0.8        0.7936393  0.73781887 0.66482427 0.66434087
 0.66434087 0.65132495 0.61748163 0.5619634  0.50691151 0.46484819]"
527,127c11966d9-2202-4c57-86c6-37a859b98dc4,"[0.47110535 0.47110535 0.47110535 0.47110535 0.47110535 0.47110535
 0.47110535 0.47110535 0.47110535 0.51034483 0.60689655 0.70344828
 0.8        0.74506599 0.74506599 0.71136342 0.67363345 0.67363345
 0.65337367 0.62925095 0.60830406 0.60112552 0.58938401 0.58938401]"
528,128444543a0-728f-4b1d-a755-09adc1415bee,"[0.50270282 0.50270282 0.50270282 0.50270282 0.50270282 0.50270282
 0.50270282 0.50270282 0.50270282 0.50270282 0.51034483 0.60689655
 0.70344828 0.8        0.8        0.75219775 0.73113584 0.71615406
 0.69665409 0.67980498 0.59326309 0.59326309 0.53047657 0.53047657]"
529,1295f2ba9e8-26d5-4b89-bb3d-ad1e8b57d293,"[0.49646649 0.49646649 0.49646649 0.49646649 0.49646649 0.49646649
 0.49646649 0.49646649 0.49646649 0.49646649 0.49646649 0.49646649
 0.49646649 0.49646649 0.51034483 0.60689655 0.70344828 0.8
 0.8        0.74594535 0.70832474 0.65500536 0.5585401  0.50372716]"
530,130c44edd5e-a9c2-434a-b6fe-e0b5ee6d8951,"[0.53389342 0.53389342 0.53389342 0.53389342 0.53389342 0.53389342
 0.53389342 0.53389342 0.53389342 0.53389342 0.53389342 0.53389342
 0.53389342 0.53389342 0.53389342 0.60689655 0.70344828 0.8
 0.7316302  0.7316302  0.6247158  0.51476752 0.49586078 0.45358452]"
531,1318c7e6c10-3f68-4f92-92e6-8608c4a16027,"[0.52003725 0.52003725 0.52003725 0.52003725 0.52003725 0.52003725
 0.52003725 0.52003725 0.52003725 0.52003725 0.52003725 0.52003725
 0.52003725 0.60689655 0.70344828 0.8        0.76220962 0.71637734
 0.62220929 0.55866338 0.55866338 0.53716146 0.52502234 0.51262525]"
532,1322994d124-9f3b-4782-8652-28ccfd11589b,"[0.5632617  0.5632617  0.5632617  0.5632617  0.5632617  0.5632617
 0.5632617  0.5632617  0.5632617  0.5632617  0.5632617  0.60689655
 0.70344828 0.8        0.79025144 0.78152157 0.7772829  0.74337458
 0.72282771 0.68516362 0.66153864 0.62826705 0.5686921  0.52691218]"
533,133bb7bc853-6133-4b5b-95d2-8e417fa0f05f,"[0.60436087 0.60436087 0.60436087 0.60436087 0.60436087 0.60436087
 0.60436087 0.60436087 0.60436087 0.60436087 0.60436087 0.60436087
 0.60436087 0.60436087 0.60689655 0.70344828 0.8        0.77598343
 0.71762817 0.69101957 0.68814132 0.68814132 0.61796547 0.61796547]"
534,13464b99540-7903-49d3-80a9-13700694a802,"[0.53110439 0.53110439 0.53110439 0.53110439 0.53110439 0.53110439
 0.60689655 0.70344828 0.8        0.75947548 0.75947548 0.73889151
 0.71329978 0.68298757 0.64691878 0.62631804 0.61815927 0.61815927
 0.59770648 0.59088669 0.58612025 0.57291277 0.54571222 0.52002127]"
535,1355256efa2-f8d3-4b5e-bc79-414671c7c8b3,"[0.53975228 0.53975228 0.53975228 0.53975228 0.53975228 0.53975228
 0.53975228 0.53975228 0.53975228 0.53975228 0.53975228 0.60689655
 0.70344828 0.8        0.79640004 0.72192293 0.66860763 0.66860763
 0.66143178 0.63748442 0.60905766 0.57028396 0.53840873 0.51529134]"
536,136bcce5510-cf36-4a63-a468-7f60bef7f8ac,"[0.48089864 0.48089864 0.48089864 0.48089864 0.48089864 0.48089864
 0.48089864 0.48089864 0.48089864 0.48089864 0.51034483 0.60689655
 0.70344828 0.8        0.78190364 0.78190364 0.76212034 0.75456624
 0.73076358 0.70801205 0.67549801 0.66288146 0.62564863 0.6167718 ]"
537,1379c29c054-089e-4b27-8aae-e531bfa5518a,"[0.56611138 0.56611138 0.56611138 0.56611138 0.56611138 0.56611138
 0.56611138 0.56611138 0.56611138 0.56611138 0.56611138 0.56611138
 0.56611138 0.60689655 0.70344828 0.8        0.79178855 0.75158108
 0.75158108 0.74035262 0.6857178  0.67542438 0.63459869 0.59452883]"
538,138dbc13cab-c412-4227-88e1-18c9dc87f4f2,"[0.51737006 0.51737006 0.51737006 0.51737006 0.51737006 0.51737006
 0.51737006 0.60689655 0.70344828 0.8        0.77164666 0.77164666
 0.75152334 0.75152334 0.71520577 0.66350545 0.62330574 0.59250948
 0.56870376 0.53217144 0.51580982 0.49460127 0.47782101 0.44565673]"
539,139e7573820-05b0-446d-97f6-c90183c71617,"[0.46627552 0.46627552 0.46627552 0.46627552 0.46627552 0.46627552
 0.46627552 0.46627552 0.46627552 0.51034483 0.60689655 0.70344828
 0.8        0.78410282 0.71746937 0.6410795  0.58790634 0.5470195
 0.50435987 0.4718075  0.45925852 0.40497345 0.38353776 0.38028681]"
540,140fa9ac8ba-033b-45b2-bec9-02622f433f26,"[0.50711089 0.50711089 0.50711089 0.50711089 0.50711089 0.50711089
 0.50711089 0.50711089 0.50711089 0.50711089 0.51034483 0.60689655
 0.70344828 0.8        0.79923476 0.7752813  0.75141045 0.75141045
 0.74899351 0.71082996 0.71082996 0.71082996 0.68549212 0.67028509]"
541,14119c44696-18a3-4dea-94a9-02d53575e6a1,"[0.53501542 0.53501542 0.53501542 0.53501542 0.53501542 0.53501542
 0.53501542 0.53501542 0.53501542 0.53501542 0.60689655 0.70344828
 0.8        0.78474171 0.71440721 0.69584417 0.63287027 0.61341125
 0.55565423 0.53906387 0.52072562 0.49896238 0.43512396 0.42557821]"
542,142d14f6fe2-41c4-4e73-aafe-07e8e20efdc9,"[0.47955374 0.47955374 0.47955374 0.47955374 0.47955374 0.47955374
 0.47955374 0.47955374 0.47955374 0.51034483 0.60689655 0.70344828
 0.8        0.78346599 0.77900176 0.75414698 0.75414698 0.68493318
 0.62826377 0.61933173 0.60733468 0.59450626 0.53693088 0.45476212]"
543,143b35977dc-b885-4c1f-925e-44f520caa510,"[0.45786123 0.45786123 0.45786123 0.45786123 0.45786123 0.45786123
 0.45786123 0.45786123 0.45786123 0.45786123 0.45786123 0.51034483
 0.60689655 0.70344828 0.8        0.73928661 0.71535356 0.6977288
 0.63180787 0.60327346 0.55140109 0.51497536 0.45785202 0.41833277]"
544,1443512c199-d874-4588-93b7-b408fa1f1d4f,"[0.40228786 0.40228786 0.40228786 0.40228786 0.40228786 0.40228786
 0.40228786 0.40228786 0.4137931  0.51034483 0.60689655 0.70344828
 0.8        0.76309395 0.72750807 0.71232532 0.70097236 0.61004251
 0.57445601 0.55461698 0.55461698 0.55461698 0.55461698 0.54739749]"
545,1455e710972-d5fd-4aff-85b7-21859cf0a8bb,"[0.55793428 0.55793428 0.55793428 0.55793428 0.55793428 0.55793428
 0.55793428 0.55793428 0.55793428 0.55793428 0.55793428 0.55793428
 0.60689655 0.70344828 0.8        0.79356412 0.79356412 0.79356412
 0.75816798 0.73853118 0.71180509 0.67902095 0.67858084 0.65632157]"
546,146469c0bd5-6311-4762-9388-60a2c88d235d,"[0.44931175 0.44931175 0.44931175 0.44931175 0.44931175 0.44931175
 0.44931175 0.44931175 0.44931175 0.44931175 0.44931175 0.44931175
 0.44931175 0.51034483 0.60689655 0.70344828 0.8        0.77108562
 0.73372778 0.67522753 0.62093363 0.62093363 0.55552479 0.50449442]"
547,1473abda2f3-26f6-47f8-ad8f-b3c8a8cd32b9,"[0.47680465 0.47680465 0.47680465 0.47680465 0.47680465 0.47680465
 0.47680465 0.47680465 0.47680465 0.47680465 0.47680465 0.47680465
 0.47680465 0.47680465 0.47680465 0.47680465 0.51034483 0.60689655
 0.70344828 0.8        0.75051927 0.63378275 0.56287614 0.45014053]"
548,148375381b1-ffe1-4e94-9113-f17ccf672757,"[0.53924253 0.53924253 0.53924253 0.53924253 0.53924253 0.53924253
 0.53924253 0.53924253 0.53924253 0.53924253 0.60689655 0.70344828
 0.8        0.75127648 0.71948586 0.70862702 0.67108562 0.58871702
 0.56013704 0.52664842 0.51908226 0.4877117  0.46622107 0.43925163]"
549,1491885c417-23ff-4e5b-95b7-12ad9c8de6fc,"[0.5382424  0.5382424  0.5382424  0.5382424  0.5382424  0.5382424
 0.5382424  0.5382424  0.5382424  0.5382424  0.5382424  0.5382424
 0.5382424  0.5382424  0.5382424  0.60689655 0.70344828 0.8
 0.8        0.78503037 0.69930559 0.69283804 0.65281736 0.63226761]"
550,150fdf6b5d0-cf39-47ea-a2c2-431b599da21e,"[0.49379598 0.49379598 0.49379598 0.49379598 0.49379598 0.49379598
 0.49379598 0.49379598 0.49379598 0.49379598 0.49379598 0.51034483
 0.60689655 0.70344828 0.8        0.76739753 0.74587284 0.739447
 0.72434391 0.70380827 0.67505889 0.6498763  0.59051112 0.54127431]"
551,151073a1dbb-a92e-4d7e-a92e-ef31c1fba2a2,"[0.60470877 0.60470877 0.60470877 0.60470877 0.60470877 0.60470877
 0.60470877 0.60470877 0.60470877 0.60470877 0.60470877 0.60689655
 0.70344828 0.8        0.74414584 0.69782321 0.66247658 0.64034387
 0.61192872 0.61000813 0.59964746 0.54342739 0.50278168 0.48478803]"
552,1527ea0aaf5-340a-4a65-8d87-a54c2b867226,"[0.54692855 0.54692855 0.54692855 0.54692855 0.54692855 0.54692855
 0.54692855 0.54692855 0.54692855 0.54692855 0.54692855 0.60689655
 0.70344828 0.8        0.77498801 0.71753581 0.69796396 0.68000629
 0.65335678 0.59403519 0.54828786 0.5094062  0.48541593 0.45363959]"
553,153c5855460-24cd-476d-9124-2071b2db989b,"[0.56752412 0.56752412 0.56752412 0.56752412 0.56752412 0.56752412
 0.56752412 0.56752412 0.56752412 0.56752412 0.56752412 0.56752412
 0.56752412 0.56752412 0.60689655 0.70344828 0.8        0.75843494
 0.73999704 0.72352016 0.72352016 0.64467124 0.5892965  0.54649593]"
554,154a038dd69-e112-4203-ac6a-be9b579a94c3,"[0.56612463 0.56612463 0.56612463 0.56612463 0.56612463 0.56612463
 0.56612463 0.56612463 0.56612463 0.56612463 0.56612463 0.60689655
 0.70344828 0.8        0.78361474 0.71137255 0.69402249 0.64401729
 0.62389367 0.61931449 0.60247044 0.54053076 0.52889695 0.49927114]"
555,1557b26c0c7-3e7d-43ab-91fc-fa4ef1d9c90a,"[0.45687659 0.45687659 0.45687659 0.45687659 0.45687659 0.45687659
 0.45687659 0.45687659 0.45687659 0.51034483 0.60689655 0.70344828
 0.8        0.77892346 0.75821646 0.7098813  0.66562352 0.6580004
 0.64113863 0.5792361  0.54675843 0.49716976 0.49716976 0.48978353]"
556,156e2c8b005-7a66-49f0-b22e-fae7c6f4a5ad,"[0.60116669 0.60116669 0.60116669 0.60116669 0.60116669 0.60116669
 0.60116669 0.60116669 0.60116669 0.60116669 0.60689655 0.70344828
 0.8        0.77888386 0.76338844 0.74058236 0.7265464  0.68291047
 0.64179765 0.58661185 0.52743968 0.50075017 0.47727179 0.47079   ]"
557,157094b2bb6-df95-4777-9466-e9a811286413,"[0.5052241  0.5052241  0.5052241  0.5052241  0.5052241  0.5052241
 0.5052241  0.5052241  0.5052241  0.5052241  0.51034483 0.60689655
 0.70344828 0.8        0.8        0.787508   0.7555754  0.74630729
 0.74041773 0.72118679 0.64769658 0.61681885 0.60371789 0.60371789]"
558,1582b03145e-88d4-4540-8a49-63db278e8443,"[0.49091237 0.49091237 0.49091237 0.49091237 0.49091237 0.49091237
 0.49091237 0.49091237 0.49091237 0.49091237 0.49091237 0.49091237
 0.51034483 0.60689655 0.70344828 0.8        0.77584159 0.74265848
 0.68801168 0.66511382 0.64787329 0.59736829 0.50372559 0.45953255]"
559,1594081546e-1c30-482b-8da9-5845bb46a37d,"[0.52039479 0.52039479 0.52039479 0.52039479 0.52039479 0.52039479
 0.52039479 0.52039479 0.52039479 0.52039479 0.52039479 0.52039479
 0.60689655 0.70344828 0.8        0.72121681 0.6561383  0.6515418
 0.64991637 0.60927708 0.59754064 0.5398805  0.44932604 0.41285275]"
560,160c81b759b-45f3-4a48-b6c1-3dc177a37d37,"[0.48831873 0.48831873 0.48831873 0.48831873 0.48831873 0.48831873
 0.48831873 0.48831873 0.48831873 0.48831873 0.48831873 0.51034483
 0.60689655 0.70344828 0.8        0.75186852 0.75186852 0.67908652
 0.65189885 0.62696136 0.5860171  0.5662828  0.54246401 0.45093321]"
561,1611eaafdd6-b463-478c-8304-c592b8330f9b,"[0.62393486 0.62393486 0.62393486 0.62393486 0.62393486 0.62393486
 0.62393486 0.62393486 0.62393486 0.62393486 0.62393486 0.62393486
 0.62393486 0.62393486 0.62393486 0.62393486 0.70344828 0.8
 0.69755994 0.58209575 0.46823491 0.43057947 0.39148601 0.29818115]"
562,162d977f73e-feb0-484e-a35d-340ff9dd86e0,"[0.41093103 0.41093103 0.41093103 0.41093103 0.41093103 0.41093103
 0.41093103 0.41093103 0.41093103 0.4137931  0.51034483 0.60689655
 0.70344828 0.8        0.76874434 0.76874434 0.73330213 0.68852494
 0.68263569 0.63843051 0.61663964 0.56089078 0.53952394 0.50986523]"
